link,title,location,description,company_name
https://wuzzuf.net/jobs/p/d7jcRTo1bbDw-Oracle-HCM-Cloud-Techno-Functional-Consultant-Maadi-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=354&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Oracle HCM Cloud Techno Functional Consultant (Maadi),"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · Cloud · HCM · Techno · Oracle HCM · E-Business Suite · EBS,Ghassan Ahmed Alsulaiman for Electronic Services -
https://wuzzuf.net/jobs/p/tANMVRQLLaRs-Senior-Backend-Engineer-WUZZUF-Cairo-Egypt?o=355&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Engineer,"Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · backend · Computer Science · engineer · Engineering · Information Technology (IT) · senior · Software Development · Web Development,WUZZUF -
https://wuzzuf.net/jobs/p/ENaEZYWFesI3-Technical-Lead-On-Site-Union-Coop-Giza-Egypt?o=356&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Technical Lead (On-Site),"Dokki, Giza, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · MySQL · PHP · Software Engineering · Software Development · Java,Union Coop -
https://wuzzuf.net/jobs/p/g2tuPW1U7RoQ-Linux-System-Administrator-3D-Diagnostix-Cairo-Egypt?o=357&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Linux System Administrator,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · System Administration · Computer Science · Information Technology (IT) · Help desk · Network Administration · Network,3D Diagnostix -
https://wuzzuf.net/jobs/p/HlfRM3Lr1tJo-SAP-Senior-SAC-Consultant-ITGoals-Cairo-Egypt?o=358&l=sp&t=sj&a=data science|search-v3|hpb|spbg,SAP Senior SAC Consultant,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 10+ Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · SAP · Implementing · Computer Science · E2E · BW · SAP Fiori,ITGoals -
https://wuzzuf.net/jobs/p/WiVOuYv0BKif-Cyber-Security-Manager-Fintech-solutions-Cairo-Egypt?o=359&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cyber Security Manager,"New Cairo, Cairo, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Information Systems · Cyber Security · Engineering,Fintech solutions -
https://wuzzuf.net/jobs/p/dsvymX05C8OX-Telecom-Engineer-OpenCode-Cairo-Egypt?o=360&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Telecom Engineer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SMPP · INAP · HLR · Perl · PHP · Python · SS7 · Sigtran,OpenCode -
https://wuzzuf.net/jobs/p/ULEtuHC2BuQU-Sales-Executive-Al-Massat-Life-Sciences-Egypt-Cairo-Egypt?o=361&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sales Executive,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Business Development · Customer Service/Support · Pharmaceutical · Pharmaceutical · sales skills · business,Al Massat Life Sciences Egypt -
https://wuzzuf.net/jobs/p/pWbMt7egEDA3-Senior-Registrar---ZC-Zewail-City-Giza-Egypt?o=362&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Registrar - ZC,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Education/Teaching · registrar · Admission · education · Administration · Microsoft Office · Students Affairs · Student Affairs · affairs,Zewail City -
https://wuzzuf.net/jobs/p/IJg4R23xZP3v-Senior-Web-Developer---Magento-2-shop4build-Cairo-Egypt?o=363&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Web Developer - Magento 2,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS,shop4build -
https://wuzzuf.net/jobs/p/0QWvgSvVlyDP-Quality-Assurance-Supervisor---Industrial-Sector-Al-Asdekaa-Group-for-Dairies-Production-and-Trading-Alexandria-Egypt?o=364&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Assurance Supervisor - Industrial Sector,"Bourj Alarab, Alexandria, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Quality · Quality Assurance · QA,Al Asdekaa Group for Dairies Production and Trading -
https://wuzzuf.net/jobs/p/jGCH4wruyZJu-Backend-Developer---Laravel-Clavis-Business-Solutions-Giza-Egypt?o=365&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Backend Developer - Laravel,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Software Development · Software · Development · Laravel · PHP,Clavis Business Solutions -
https://wuzzuf.net/jobs/p/04G2cetTuLZa-Presales-Engineer-Target-Integrated-Systems-Cairo-Egypt?o=366&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Presales Engineer.,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · Engineering · Information Technology (IT) · English · network,Target Integrated Systems -
https://wuzzuf.net/jobs/p/npin73xHziQK-Head-of-Offshore-sales-Cairo-Egypt?o=367&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Head of Offshore sales,"Cairo, Egypt ",Full TimeSenior Management · 8 - 15 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Offshore · Leadership · Customer Support · IT · COPC,Confidential -
https://wuzzuf.net/jobs/p/4x4FqGgpz44m-System-Administrator---IT-Team-Leader-Engosoft-Cairo-Egypt?o=368&l=sp&t=sj&a=data science|search-v3|hpb|spbg,System Administrator - IT Team Leader,"Nasr City, Cairo, Egypt ",Full TimeManager · 9 - 15 Yrs of Exp · Administration · IT/Software Development · IT · Information Technology (IT) · Communication · Administration · Engineering · Software · Software Engineering · System Administration,Engosoft -
https://wuzzuf.net/jobs/p/h4hy8qa431g4-Senior-IT-Specialist-Private-Hospitals-Background-Cairo-Egypt?o=369&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior IT Specialist-Private Hospitals Background,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Medical/Healthcare · Microsoft Certified IT Professional · Hospitals,Confidential -
https://wuzzuf.net/jobs/p/Yk9sFf2qDDcx-Product-Specialist---Heliopolis-PRT-Scientific-Office-Cairo-Egypt?o=370&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Product Specialist - Heliopolis,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics,PRT Scientific Office -
https://wuzzuf.net/jobs/p/V02qsHcDXvBN-Product-Specialist---Giza-PRT-Scientific-Office-Giza-Egypt?o=371&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Product Specialist - Giza,"Mohandessin, Giza, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics,PRT Scientific Office -
https://wuzzuf.net/jobs/p/77MIcApe0n5A-Human-Resources-Information-System-Administrator-HRIS-Blue-Ribbon-Cairo-Egypt?o=372&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Human Resources Information System Administrator (HRIS),"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Human Resources · Communication · HR · Odoo · System Administration,Blue Ribbon -
https://wuzzuf.net/jobs/p/My61M65tcjR0-Senior-SOC-Engineer-Union-Coop-Giza-Egypt?o=373&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior SOC Engineer,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Security,Union Coop -
https://wuzzuf.net/jobs/p/bKIdaQfjnknf-Senior-API-Developer-Network-International--Egypt-Cairo-Egypt?o=374&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior API Developer,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · Git · RESTful API · Web API · Software Engineering · Software Development · SQL · CI/CD,Network International -Egypt -
https://wuzzuf.net/jobs/p/m6CPnhe2LXFL-Business-System-Analyst-Nadeer-Cairo-Egypt?o=375&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Business System Analyst,"Cairo, Egypt ",Full TimeExperienced · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Business Analysis · System Analysis · Bussiness System Analysis,Nadeer -
https://wuzzuf.net/jobs/p/Ed2JF68saTy8-Application-Support-Engineer-ITS-Cairo-Egypt?o=376&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Application Support Engineer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 10 - 15 Yrs of Exp · IT/Software Development · IT/Software Development · Application Support,ITS  -
https://wuzzuf.net/jobs/p/k0rlz9Rc4rgh-Sr-DevOps-Engineer-Devexy-Cairo-Egypt?o=377&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sr. DevOps Engineer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Kubernetes · Docker · Linux · Python · JavaScript · AWS · Azure · Oracle cloud · SQL Server,Devexy -
https://wuzzuf.net/jobs/p/a8mONMaQbuNd-Senior-QA-Validation-Specialist-pharmaceutical-Orchidia-Pharmaceutical-Industries-Cairo-Egypt?o=378&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior QA Validation Specialist (pharmaceutical),"Obour City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · R&D/Science · Quality · Pharmaceutical · QA · Quality Assurance · Pharmacy · Validation · Quality Control · QC · English,Orchidia Pharmaceutical Industries -
https://wuzzuf.net/jobs/p/Pcu2VnRbOsxt-QHSE-Specialist-Lecico-Egypt-Alexandria-Egypt?o=379&l=sp&t=sj&a=data science|search-v3|hpb|spbg,QHSE Specialist,"Alexandria, Egypt ","Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Quality · Engineering - Mechanical/Electrical · QHSE · Engineering · Quality Control · Health, Safety and Environment · ISO 9001",Lecico Egypt -
https://wuzzuf.net/jobs/p/iZq2vZWHSXi9-SAP-Senior-Basis-Consultant-ITGoals-Cairo-Egypt?o=380&l=sp&t=sj&a=data science|search-v3|hpb|spbg,SAP Senior Basis Consultant,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 10+ Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · SAP · ARP · SOX · FDA,ITGoals -
https://wuzzuf.net/jobs/p/JHbXpKhQx6vz-MERN-Stack-Developer-Cairo-Egypt?o=381&l=sp&t=sj&a=data science|search-v3|hpb|spbg,MERN Stack Developer,"Cairo, Egypt ",Full TimeExperienced · 5 - 9 Yrs of Exp · IT/Software Development · React Native · Node.js · MongoDB · Amazon AWS,Confidential -
https://wuzzuf.net/jobs/p/jVAMAEFs9QN9-Python-Technical-Lead-RDI-Giza-Egypt?o=382&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Python Technical Lead,"Dokki, Giza, Egypt ",Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Python · Flask · Django · MySQL · MongoDB · Docker · Kubernetes,RDI -
https://wuzzuf.net/jobs/p/2URHrvjdhKFv-Cost-Estimator-Cairo-Egypt?o=383&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cost Estimator,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Construction · Cost Estimation,Confidential -
https://wuzzuf.net/jobs/p/iF0Kd0fxF0Dj-Flutter-Developer-Masary-Cairo-Egypt?o=384&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Flutter Developer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · APIs · Computer Science · Design · Development · Engineering · flutter · Information Technology (IT),Masary -
https://wuzzuf.net/jobs/p/fhU5mttNKRR5-IT-Manager-etisal-for-advanced-industries-Giza-Egypt?o=385&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Manager,"6th of October, Giza, Egypt ",Full TimeManager · 12 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · IT Manager · Manager · IT · English,etisal for advanced industries  -
https://wuzzuf.net/jobs/p/1M7U7yE7syTH-Senior-GoLang-Developer-GetTechForce-com-Cairo-Egypt?o=386&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior GoLang Developer,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Golang · Computer Science · Deployment · Design · Development · Information Technology (IT) · IT,GetTechForce.com -
https://wuzzuf.net/jobs/p/uS9u4FCwHKzk-IT-Technical-Support---Help-Desk-Raya-Customer-Experience-Red-Sea-Egypt?o=387&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Technical Support - (Help Desk),"Hurghada, Red Sea, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Interpersonal skills · Information Technology (IT) · CCNA · Computer Science · Customer Support · Technical Support,Raya Customer Experience -
https://wuzzuf.net/jobs/p/Vq5p9gWNowN8-IT-Help-Desk-Q-Desgin-Cairo-Egypt?o=388&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Help Desk,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IT · HelpDesk · CCNA · Help desk · Computer Science,Q Desgin -
https://wuzzuf.net/jobs/p/w3jibBnERv3R-System-Administrator-Section-Head-Partner-More-Cairo-Egypt?o=389&l=sp&t=sj&a=data science|search-v3|hpb|spbg,System Administrator Section Head,"Katameya, Cairo, Egypt ",Full TimeManager · 5 - 12 Yrs of Exp · IT/Software Development · VCP · MCSE · ITIL · CCNA · RHCSA · Prince2 · VMWare 7 · DELL EMC · Linux Operating System,Partner & More -
https://wuzzuf.net/jobs/p/GuKBfNYubMOU-Business-Consultants-in-Egypt-DhuMall-Port-Said-Egypt?o=390&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Business Consultants in Egypt,"Sharq, Port Said, Egypt ",Freelance / ProjectManager · 2 - 5 Yrs of Exp · Business Development · Operations/Management · Strategy/Consulting · Consulting · Consulting Services · Management,DhuMall -
https://wuzzuf.net/jobs/p/llVp5FyjOZbz-Full-Stack-PHP-Developer-Details-Digital-Cairo-Egypt?o=391&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Full Stack PHP Developer,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 15 Yrs of Exp · IT/Software Development · PHP · PHP Laravel · Laravel · React.js · React Native · React js · Full Stack Development,Details Digital -
https://wuzzuf.net/jobs/p/QfD9Z9pAXqS2-NetworkingUnified-Manager-Alexandria-Egypt?o=392&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Networking/Unified Manager,"Bourj Alarab, Alexandria, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · Engineering - Telecom/Technology · Networking · Communication · Unified communication · Security Cameras · Conference rooms,Confidential -
https://wuzzuf.net/jobs/p/ArhXdNnHZ38t-ERP-Implementor---Odoo-classera-Cairo-Egypt?o=393&l=sp&t=sj&a=data science|search-v3|hpb|spbg,ERP Implementor - Odoo,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Operations/Management · Odoo ERP · Odoo · ERP Implementation · Customer Success · LMS · TMS · Technical Support,classera -
https://wuzzuf.net/jobs/p/aUJNLc5PcRAm-IT-Specialist-Cairo-Egypt?o=394&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Specialist,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Networking · networks · Technical Support · Software · Information Technology (IT),Confidential -
https://wuzzuf.net/jobs/p/tokEeI65Yq1c-Microsoft-dynamics-FO-leader-Centro-CDX-Cairo-Egypt?o=395&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Microsoft dynamics F&O leader,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · Accounting/Finance · IT/Software Development · Logistics/Supply Chain · Computer Science · D365 · ERP · Information Technology (IT) · Supply Chain · SQL · Implementation,Centro CDX -
https://wuzzuf.net/jobs/p/zXdhSqnIXC3y-Senior-Software-Developer-Aman-Giza-Egypt?o=396&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Software Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · ITI · Software Development,Aman -
https://wuzzuf.net/jobs/p/chY2f5JAVfGC-Odoo-Implementor-Egyptian-Cultural-Center-Cairo-Egypt?o=397&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Odoo Implementor,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Customer Support · Odoo ERP · ERP System · ERP Software · ERP Solutions,Egyptian Cultural Center -
https://wuzzuf.net/jobs/p/h6uU6YGUQ3P7-Medical-Affairs-Lead--Alexandria-Caduceus-Lane-Alexandria-Egypt?o=398&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Medical Affairs Lead -Alexandria,"San Stefano, Alexandria, Egypt ",Full TimeManager · 10 - 12 Yrs of Exp · Medical/Healthcare · Biotechnology · Pharmaceutical · Computer Science · Information Technology (IT) · English · Medical Affairs · Medical · Software Development · Research,Caduceus Lane -
https://wuzzuf.net/jobs/p/2sHXcDzDHYJz-Application-Support-Specialist-Rashideen-Egypt-for-Trade-Cairo-Egypt?o=399&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Application Support Specialist,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Application Support · application · Customer Support · Application Support Specialist,Rashideen Egypt for Trade  -
https://wuzzuf.net/jobs/p/eTI1JMxoh3RN-Senior-Full-Stack-Dot-Net-Developer-Nahr-Development-Cairo-Egypt?o=400&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Full Stack Dot Net Developer,"Mokattam, Cairo, Egypt ",Full TimeManager · 4 - 8 Yrs of Exp · Business Development · IT/Software Development · Project/Program Management · .Net · ASP.Net · Computer Science · CSS · Engineering · HTML · Information Technology (IT),Nahr Development -
https://wuzzuf.net/jobs/p/WUuIjOK99uEH-Senior-Cloud-Infrastructure-SME-Ejada-Cairo-Egypt?o=401&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Cloud Infrastructure SME,"Cairo, Egypt ",Full TimeExperienced · 8 - 10 Yrs of Exp · IT/Software Development · Kubernetes · Infrastructure · Cloud · DevOps · Linux · Azure,Ejada  -
https://wuzzuf.net/jobs/p/cGyGeC2O4mwm-Cloud-Infrastructure-Support---KSA-Ejada-Riyadh-Saudi-Arabia?o=402&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cloud Infrastructure Support - KSA,"Riyadh, Saudi Arabia ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Infrastructure · Cloud,Ejada  -
https://wuzzuf.net/jobs/p/2yFNeWaMNSmi-Cloud-Infrastructure-Support-Ejada-Cairo-Egypt?o=403&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cloud Infrastructure Support,"Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Infrastructure · Information Technology (IT) · Cloud,Ejada  -
https://wuzzuf.net/jobs/p/lKYkskUFT1VV-Senior-NET-Developer-Rasan-Cairo-Egypt?o=404&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior NET Developer,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · RabbitMQ · SignalR · ASP.NET Core · Development · React · Software,Rasan -
https://wuzzuf.net/jobs/p/hj75jGZZgFyu-Full-Stack-developer-Laravel-Viteeka-Tech-and-Electronics-Giza-Egypt?o=405&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Full-Stack developer (Laravel),"Haram, Giza, Egypt ",Full TimePart TimeWork From HomeExperienced · 0 - 10 Yrs of Exp · IT/Software Development · CSS · Computer Science · HTML · Information Technology (IT) · MongoDB · MySQL · Software Development · API · PHP,Viteeka Tech and Electronics -
https://wuzzuf.net/jobs/p/Pbk6j5Wmp9aK-Flutter-Developer-Needed-Al-Mashreq-Alexandria-Egypt?o=406&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Flutter Developer Needed,"Smouha, Alexandria, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · IT/Software Development · Applications · Android · Development · flutter · Information Technology (IT) · iOS,Al Mashreq -
https://wuzzuf.net/jobs/p/HZ8vDzYC3mmq-Net-Senior-Application-Development-Specialist-Network-International--Egypt-Cairo-Egypt?o=407&l=sp&t=sj&a=data science|search-v3|hpb|spbg,(.Net) Senior Application Development Specialist,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · .Net · .Net Framework · Scrum · Agile · ASP.Net · Full Stack Development · Bootstrap · jQuery · SQL,Network International -Egypt -
https://wuzzuf.net/jobs/p/P0YkwwaIRynl-Software-Project-Manager-Kick-Start-Interactive-Giza-Egypt?o=408&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Project Manager,"Dokki, Giza, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · IT/Software Development · Information Technology (IT) · PMP · Programming · Project Management · Computer Science · Agile,Kick Start Interactive -
https://wuzzuf.net/jobs/p/nec93CG0ShWC-IT-Engineer-Al-Ahly-Capital-Holding-Cairo-Egypt?o=409&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Engineer,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information technology · Information Technology (IT) · Help Desk Support · Kaspersky Antivirus · Office 365 Administration · Vmware · Sophos Firewall,Al Ahly Capital Holding -
https://wuzzuf.net/jobs/p/yPTpPe8bGyAv-Full-Stack-Web-Developer-Misr-University-for-Science-and-Technology-Giza-Egypt?o=410&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Full Stack Web Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Science · Full Stack · JavaScript · jQuery · React · Software Development · API,Misr University for Science and Technology -
https://wuzzuf.net/jobs/p/VDVqGLDHK9fj-Software-Engineering-Lead-Nacita-Cairo-Egypt?o=411&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Engineering Lead,"Cairo, Egypt ",Full TimeManager · 6 - 10 Yrs of Exp · IT/Software Development · Angular · Agile · Engineering · Computer Science · Information Technology (IT) · Java · Software · Software Development · Software Engineering,Nacita -
https://wuzzuf.net/jobs/p/6oSJqDp9ktu7-ERP-Implementor-TD-Design-Cairo-Egypt?o=412&l=sp&t=sj&a=data science|search-v3|hpb|spbg,ERP Implementor,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Technical Support · ERP · ERP Implementation · Microsoft SQL Server 2012,T&D Design -
https://wuzzuf.net/jobs/p/dX6juzocwqeK-Senior-Angular-Developer-Relocation-Musala-Soft-Sofia-Bulgaria?o=413&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Angular Developer (Relocation),"Sofia, Bulgaria ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Java · Angular · Computer Science · APIs · Development · front-end · Information Technology (IT) · OOP · Software Development,Musala Soft -
https://wuzzuf.net/jobs/p/KcOhKop03f7C-EHS-Admin-Specialist-Sun-Pharma-Giza-Egypt?o=414&l=sp&t=sj&a=data science|search-v3|hpb|spbg,EHS & Admin Specialist,"6th of October, Giza, Egypt ","Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Health, Safety and Environment · EHS Management",Sun Pharma -
https://wuzzuf.net/jobs/p/0T2yGEyOx6nM-Senior-iOS-Developer-Native-Algoriza-Cairo-Egypt?o=415&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior iOS Developer (Native),"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Mobile Development · Mobile · Swift · iOS · Information Technology (IT) · Development · Engineering,Algoriza -
https://wuzzuf.net/jobs/p/rL3o0iyJQkY2-Production-Shift-Leader-Evergrow-for-Speciality-Fertilizers-Monufya-Egypt?o=416&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Production Shift Leader,"Alsadat City, Monufya, Egypt ",Full TimeExperienced · 6 - 9 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Other · Production · Planning · Manufacturing · Fertilizers · Chemistry · Engineering · Science,Evergrow for Speciality Fertilizers -
https://wuzzuf.net/jobs/p/eIaachVUpDJm-Software-Tester-Core-Banking-Expleo-Cairo-Egypt?o=417&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Tester | Core Banking,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Banking · IT/Software Development · Banking · Computer Science · Quality Control · Software Testing · Testing · Core Banking,Expleo -
https://wuzzuf.net/jobs/p/seKi9QIdfdo4-Ionic-angular-developer-Cairo-Egypt?o=418&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Ionic / angular developer,"Maadi, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Angular · Ionic · Ionic Framework · Cordova · JavaScript · Typescript,Confidential -
https://wuzzuf.net/jobs/p/yYNh5k1qfTEs-Digital-Transformation-Manager-Kandil-Industries-Cairo-Egypt?o=419&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Digital Transformation Manager,"10th of Ramadan City, Cairo, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Information Technology (IT) · digital Transformation · Software Development · Software Engineering · ERP · ERP Software · ERP Solutions,Kandil Industries -
https://wuzzuf.net/jobs/p/N84ocXl7OZiu-Oracle-Developer-City-Stars-Properties-Cairo-Egypt?o=420&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Oracle Developer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · APEX · Oracle · Software Development · computer · OCP,City Stars Properties -
